date,source_type,page,section,brand,offer,product_type
2026-08-17,页面,Travel & Entertainment,,Trip.com,Existing users save 10% on Railcards with Trip.com 🚆 Already a Trip.com user? Enjoy 10% off selected Railcards and unlock great savings on train travel a Get now,Railcard
2026-08-17,页面,Travel & Entertainment,,Thorpe Park,"Summer Sounds From £24 🎧🎢 Late rides, live DJs & summer vibes—selected dates this August ☀️🎶 Get now",Tours & Tickets
2026-08-17,页面,Travel & Entertainment,,Trip.com,Existing users save 10% on Railcards with Trip.com 🚆,Railcard
2026-08-17,页面,Travel & Entertainment,,Thorpe Park,Summer Sounds From £24 🎧🎢,Tours & Tickets
2026-08-17,页面,Travel & Entertainment,,Meet Minecraft Mobs,complete the trail & unlock an exclusive in-game reward! Tickets from £24.,UK & Europe Train Tickets
2026-08-17,页面,Travel & Entertainment,,Trip.com,Already a Trip.com user? Enjoy 10% off selected Railcards and unlock great savings on train travel a,Railcard
2026-08-17,页面,Travel & Entertainment,,Join 80,000+ students on Swapfiets & get €25 off your first bike subscription.,Other
2026-08-17,页面,Travel & Entertainment,,Stay 10 nights,"get £100 back in Hotels.comCash 💰✈️ With Hotels.com Rewards, earning is simple. Stay 10 nights and unlock £100 in Hotels.comCash! Get now",eSIM / SIM
2026-08-17,页面,Travel & Entertainment,,Stay 10 nights,get £100 back in Hotels.comCash 💰✈️,Hotels / Accommodation
2026-08-17,页面,Travel & Entertainment,,With Hotels.com Rewards,earning is simple. Stay 10 nights and unlock £100 in Hotels.comCash!,eSIM / SIM
2026-08-17,页面,Travel & Entertainment,Holidays & Hotels,Airbnb,10% Off your first Airbnb stay,Hotels / Accommodation
2026-08-17,页面,Travel & Entertainment,Holidays & Hotels,Trip.com,5% off China Trains for new users,UK & Europe Train Tickets
2026-08-17,页面,Travel & Entertainment,Holidays & Hotels,Trip.com,15% Off Trains For New Customers,UK & Europe Train Tickets
2026-08-17,页面,Travel & Entertainment,Holidays & Hotels,Hotels.com,"Stay 10 nights, get £100 back in Hotels.comCash",Hotels / Accommodation
2026-08-17,页面,Travel & Entertainment,Holidays & Hotels,Expedia,Last minute deals + extra 10% Off Hotel Bookings,Hotels / Accommodation
2026-08-17,页面,Travel & Entertainment,Holidays & Hotels,Hotels.com Stay 10 nights,get £100 back in Hotels.comCash,Hotels / Accommodation
2026-08-17,页面,Travel & Entertainment,Transport,Bolt,60% Off the first two rides,Other
2026-08-17,页面,Travel & Entertainment,Transport,TrainPal,Up To 18% Off Trains For New Customers,UK & Europe Train Tickets
2026-08-17,页面,Travel & Entertainment,Transport,TrainPal,Up To 18% Off Trains For New Customers 19 days,UK & Europe Train Tickets
2026-08-17,页面,Travel & Entertainment,Transport,OMIO,7% Off Travel for New Customers,Other
2026-08-17,页面,Travel & Entertainment,Transport,Uber Rides,£10 Off your first ride with Uber,Other
2026-08-17,页面,Travel & Entertainment,Transport,Omio,7% Off Travel for New Customers Exclusive,Other
2026-08-17,页面,Travel & Entertainment,Days Out,Junkyard Golf Club,"50% Off Walk Ins At Leeds, Liverpool, Newcastle and Manchester",Other
2026-08-17,页面,Travel & Entertainment,Days Out,Warwick Castle,Up to 20% Off short breaks at Warwick Castle!,Other
2026-08-17,页面,Travel & Entertainment,Days Out,Wowcher,10% Off Discount,Other
2026-08-17,页面,Travel & Entertainment,Days Out,Wowcher,10% Off Discount Exclusive,Other
2026-08-17,页面,Travel & Entertainment,Days Out,Love to Visit,25% Off Chester Zoo Tickets,Tours & Tickets
2026-08-17,页面,Travel & Entertainment,Days Out,Sea Life,+ London Eye £35 Ticket Bundle,Tours & Tickets
2026-08-17,页面,Travel & Entertainment,Days Out,Chessington World of Adventures,10% Off Short Breaks,Tours & Tickets
2026-08-17,页面,Travel & Entertainment,Events,Cineworld,25% Off Unlimited Card,Other
2026-08-17,页面,Travel & Entertainment,Events,Cineworld,2 Tickets for £13,Tours & Tickets
2026-08-17,页面,Travel & Entertainment,Events,Thorpe Park,Student Tickets from £24,Tours & Tickets
2026-08-17,页面,Travel & Entertainment,Events,Manchester City Football Club,Manchester City Stadium Tours From £18,Tours & Tickets
2026-08-17,页面,Travel & Entertainment,Streaming Services,Audible,Only £0.99 a month for the first three months,Other
2026-08-17,页面,Travel & Entertainment,Streaming Services,Prime Video,30 Day Free Trial of Prime Video Channels,Other
2026-08-17,页面,Travel & Entertainment,Streaming Services,Channel 4,Your Free Month Trial Of Channel 4+,Other
2026-08-17,页面,Travel & Entertainment,Streaming Services,Deezer,"1 month free, then £5.99/month",Other
2026-08-17,页面,Travel & Entertainment,Streaming Services,Apple Music,Get 1 month free,Other
2026-08-17,页面,Travel & Entertainment,All Travel & Entertainment,Uber Rides,£5 Off your first UberXL trip,Other
2026-08-17,页面,Travel & Entertainment,All Travel & Entertainment,Uber Rides,£5 Off on First Train Ticket with Uber,UK & Europe Train Tickets
2026-08-17,页面,Transport,Transport,Uber Rides,£10 Off your first ride with Uber,Other
2026-08-17,页面,Transport,Transport,Uber Rides,£5 Off your first UberXL trip,Other
2026-08-17,页面,Transport,Transport,Uber Rides,£5 Off on First Train Ticket with Uber,UK & Europe Train Tickets
2026-08-17,页面,Transport,Transport,Bolt,60% Off the first two rides,Other
2026-08-17,页面,Transport,Transport,Jet2holidays,Up to £700 Off family holidays + Extra £100 Off,Hotels / Accommodation
2026-08-17,页面,Transport,Transport,TrainPal,Up To 18% Off Trains For New Customers,UK & Europe Train Tickets
2026-08-17,页面,Transport,Transport,TrainPal,Up To 18% Off Trains For New Customers 19 days,UK & Europe Train Tickets
2026-08-17,页面,Transport,Transport,TrainPal,Up To £10 Off When You Buy 2+ Train Tickets,UK & Europe Train Tickets
2026-08-17,页面,Transport,Transport,Klook,20% Off for New Klook Users,Other
2026-08-17,页面,Transport,Transport,Jet2holidays,Up to £500 off holidays + £100 off,Hotels / Accommodation
2026-08-17,页面,Transport,Transport,TrainPal,Up To £10 Off When You Buy 2+ Train Tickets 14 days,UK & Europe Train Tickets
2026-08-17,页面,Transport,Transport,Jet2holidays,"Over 25,000 seats at £39 or less",Hotels / Accommodation
2026-08-17,页面,Transport,Transport,RAC,Up to 40% Off RAC Breakdown Cover!*,Other
2026-08-17,页面,Transport,Transport,Qatar Airways,"Save up to 10% and earn up to 4,000 Bonus Avios",Flights
2026-08-17,页面,Transport,Transport,Jet2holidays Over 25,000 seats at £39 or less,Hotels / Accommodation
2026-08-17,页面,Transport,Transport,Qatar Airways,"Save up to 10% and earn up to 4,000 Bonus Avios Exclusive",Flights
2026-08-17,页面,Transport,Transport,Over 25,000 seats at £39 or less,Other
2026-08-17,页面,Transport,Transport,Trip.com,15% Off Trains For New Customers,UK & Europe Train Tickets
2026-08-17,页面,Transport,Transport,Europcar,Save up to 20% on Italy Car Rentals,Car Rental
2026-08-17,页面,Transport,Transport,Klook,Up to 50% Off with Stay+,Hotels / Accommodation
2026-08-17,页面,Transport,Transport,OMIO,7% Off Travel for New Customers,Other
2026-08-17,页面,Transport,Transport,Europcar,Save up to 15% on your car hire,Car Rental
2026-08-17,页面,Transport,Transport,Klook,Up to 15% Off Travel Deals,Other
2026-08-17,页面,Transport,Transport,Omio,7% Off Travel for New Customers Exclusive,Other
2026-08-17,页面,Transport,Transport,Emirates,Up to 10% Off Economy and Business Class Flights,Flights
2026-08-17,页面,Transport,Transport,Qatar Airways,Fly to Formula 1® & save up to 12%*,Flights
2026-08-17,页面,Transport,Transport,Qatar Airways,Fly to Formula 1® & save up to 12%* Exclusive,Flights
