date,source_type,page,section,brand,offer,product_type
2026-08-07,页面,Travel & Entertainment,Days Out,GetYourGuide,Get 10% Off Day Trips,Other
2026-08-07,页面,Travel & Entertainment,Days Out,Wowcher,10% Off Discount,Other
2026-08-07,页面,Travel & Entertainment,Days Out,Wowcher,10% Off Discount Exclusive,Other
2026-08-07,页面,Travel & Entertainment,Days Out,Blackpool Pleasure Beach Resort,Save 10% off the online price,Other
2026-08-07,页面,Travel & Entertainment,Days Out,Sea Life,+ London Eye £35 Ticket Bundle,Tours & Tickets
2026-08-07,页面,Travel & Entertainment,Events,Love to Visit,Extra 5% Off,Other
2026-08-07,页面,Travel & Entertainment,Events,Virgin Experience Days,20% Off Gifts for Couples,Other
2026-08-07,页面,Travel & Entertainment,Events,Thorpe Park,Student Tickets from £24,Tours & Tickets
2026-08-07,页面,Travel & Entertainment,Events,Manchester City Football Club,Manchester City Stadium Tours From £18,Tours & Tickets
2026-08-07,页面,Travel & Entertainment,Streaming Services,Audible,30-day free trial,Other
2026-08-07,页面,Travel & Entertainment,Streaming Services,Prime Video,30 Day Free Trial of Prime Video Channels,Other
2026-08-07,页面,Travel & Entertainment,Streaming Services,Deezer,"1 month free, then £5.99/month",Other
2026-08-07,页面,Travel & Entertainment,Streaming Services,Channel 4,Your Free Month Trial Of Channel 4+,Other
2026-08-07,页面,Travel & Entertainment,Streaming Services,Amazon Music Unlimited,30 Day Free Trial,Other
2026-08-07,页面,Travel & Entertainment,Streaming Services,Amazon,Music Unlimited 30 Day Free Trial,Other
2026-08-07,页面,Travel & Entertainment,Streaming Services,Amazon,30 Day Free Trial,Other
2026-08-07,页面,Travel & Entertainment,All Travel & Entertainment,Junkyard Golf Club,"50% Off Walk Ins At Leeds, Liverpool, Newcastle and Manchester",Other
2026-08-07,页面,Travel & Entertainment,All Travel & Entertainment,Airbnb,10% Off your first Airbnb stay,Hotels / Accommodation
2026-08-07,页面,Travel & Entertainment,All Travel & Entertainment,Uber Rides,£10 Off your first ride with Uber,Other
2026-08-07,页面,Travel & Entertainment,All Travel & Entertainment,Uber Rides,£5 Off your first UberXL trip,Other
2026-08-07,页面,Travel & Entertainment,All Travel & Entertainment,Uber Rides,£5 Off on First Train Ticket with Uber,UK & Europe Train Tickets
2026-08-07,页面,Transport,Transport,Uber Rides,£10 Off your first ride with Uber,Other
2026-08-07,页面,Transport,Transport,Uber Rides,£5 Off your first UberXL trip,Other
2026-08-07,页面,Transport,Transport,Uber Rides,£5 Off on First Train Ticket with Uber,UK & Europe Train Tickets
2026-08-07,页面,Transport,Transport,Jet2holidays,Up to £700 Off family holidays + Extra £100 Off,Hotels / Accommodation
2026-08-07,页面,Transport,Transport,TrainPal,Up To 18% Off Trains For New Customers,UK & Europe Train Tickets
2026-08-07,页面,Transport,Transport,TrainPal,Up To £10 Off When You Buy 2+ Train Tickets,UK & Europe Train Tickets
2026-08-07,页面,Transport,Transport,TrainPal,Up To 18% Off Trains For New Customers 29 days,UK & Europe Train Tickets
2026-08-07,页面,Transport,Transport,TrainPal,Up To £10 Off When You Buy 2+ Train Tickets 24 days,UK & Europe Train Tickets
2026-08-07,页面,Transport,Transport,Klook,20% Off for New Klook Users,Other
2026-08-07,页面,Transport,Transport,Jet2holidays,Up to £500 off holidays + £100 off,Hotels / Accommodation
2026-08-07,页面,Transport,Transport,Jet2holidays,"Over 25,000 seats at £39 or less",Hotels / Accommodation
2026-08-07,页面,Transport,Transport,Jet2holidays Over 25,000 seats at £39 or less,Hotels / Accommodation
2026-08-07,页面,Transport,Transport,Over 25,000 seats at £39 or less,Other
2026-08-07,页面,Transport,Transport,RAC,Up to 40% Off RAC Breakdown Cover!*,Other
2026-08-07,页面,Transport,Transport,Qatar Airways,"Save up to 10% and earn up to 4,000 Bonus Avios",Flights
2026-08-07,页面,Transport,Transport,Trip.com,15% Off Trains For New Customers,UK & Europe Train Tickets
2026-08-07,页面,Transport,Transport,Europcar,Save up to 20% on Italy Car Rentals,Car Rental
2026-08-07,页面,Transport,Transport,Klook,Up to 50% Off with Stay+,Hotels / Accommodation
2026-08-07,页面,Transport,Transport,OMIO,7% Off Travel for New Customers,Other
2026-08-07,页面,Transport,Transport,Omio,7% Off Travel for New Customers Exclusive,Other
2026-08-07,页面,Transport,Transport,Europcar,Save up to 15% on your car hire,Car Rental
2026-08-07,页面,Transport,Transport,Klook,Up to 15% Off Travel Deals,Other
2026-08-07,页面,Transport,Transport,Emirates,Up to 10% Off Economy and Business Class Flights,Flights
2026-08-07,页面,Transport,Transport,Qatar Airways,Fly to Formula 1® & save up to 12%*,Flights
2026-08-07,页面,Transport,Transport,Qatar Airways,Fly to MotoGP™ & Save up to 10%*,Flights
2026-08-07,页面,Transport,Transport,Qatar Airways,Fly to Formula 1® & save up to 12%* Exclusive,Flights
2026-08-07,页面,Transport,Transport,Qatar Airways,Fly to MotoGP™ & Save up to 10%* Exclusive,Flights
