date,source_type,page,section,brand,offer,product_type
2026-08-01,页面,首页,The best student discounts from your favourite shops,Amazon,Your fave movies w/ 6 months FREE Discover deals,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,EE Tech & Gaming,Ends tomorrow £150 student savings on Google Pixel 10 SIM-free,eSIM / SIM
2026-08-01,页面,首页,Don’t miss these trending student deals,ASOS,10% Student Discount,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,ODEON,Only on 20% Student Discount,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,JD Sports,20% Student Discount,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,FlixBus,20% Student Discount,Bus / Coach
2026-08-01,页面,首页,Don’t miss these trending student deals,PrettyLittleThing,25%-75% off almost everything + Extra 8% Student Discount,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,New Balance,Ends tomorrow Extra 40% Student Discount Off Sale,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,Superdrug,Only on 10% Student Discount,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,Sephora,Ends today Was 15% Student Discount 20% Student Discount,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,MOV Deliveroo,Ends in 15 days £15 off £20,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,National Express,Up to 20% Student Discount,Bus / Coach
2026-08-01,页面,首页,Don’t miss these trending student deals,TrainPal,Up to 10% off train fares,UK & Europe Train Tickets
2026-08-01,页面,首页,Don’t miss these trending student deals,Online SHEIN,15% Student Discount,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,boohoo,Up to 70% off end of season sale + Extra 20% Student Discount,Other
2026-08-01,页面,首页,Don’t miss these trending student deals,adidas,Ends in 15 days 15% Student Discount,Other
2026-08-01,页面,首页,The discounts you won’t want to miss,Amazon,6 months free Prime for Students,Other
2026-08-01,页面,首页,The discounts you won’t want to miss,Westwing Collection products Westwing,15% off all full-price,Other
2026-08-01,页面,首页,The discounts you won’t want to miss,Logitech,Up to 30% Student Discount,Other
2026-08-01,页面,首页,The discounts you won’t want to miss,G-SHOCK,20% Student Discount,Other
2026-08-01,页面,首页,The discounts you won’t want to miss,in SHEIN App SHEIN,15% Student Discount,Other
2026-08-01,页面,首页,The discounts you won’t want to miss,Cameras & Lenses Canon,15% off Refurbished,Other
2026-08-01,页面,首页,The discounts you won’t want to miss,on Apparel On,10% Student Discount,Other
2026-08-01,页面,首页,The discounts you won’t want to miss,P.Louise,15% Student Discount,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Doxzoo,20% Student Discount,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,e-Books original price Routledge,Only on 26% Off all Print +,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Everything else Cult Beauty,20% Off the Cult Residency (Danessa Myricks) + 15% Off,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Stylevana,23% off on Suncare + 19% on everything else over £59+,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Blemish Repair Mask Shark,Ends in 2 days £30 off Shark CryoGlow Under-Eye Cooling & LED Anti-Ageing &,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Ninja Kitchen,Ends in 10 days Ninja Artisan Electric Outdoor Pizza Oven & Air Fryer - Now only £239.99,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,AYBL,Extra 10% Student Discount,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,EE Tech & Gaming,Ends in 8 days £100 off PlayStation®5 Slim Disc Console with 24 months PS Plus Premium,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Samsung,Ends tomorrow Pre-order Galaxy Z Flip8 and get 15% off*,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,& Lipstick Charlotte Tilbury,Ends in 5 days Unlock a Free Mini Exagger-Eyes Mascara,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Card EE Home Broadband,Only on 24-months from £22.99 a month + Up to £70 Reward,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,selected Beauty Picks LOOKFANTASTIC,Ends in 4 days Up to 40% off selected + Extra 10% off,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Argos,£7 Off Home & Furniture Orders Over £70,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Thorpe Park,Ends in 21 days Thorpe Park Day Entry + Summer Sounds - Student Ticket £30.72,Tours & Tickets
2026-08-01,页面,首页,Find the latest and greatest drops every day,Chillblast,Free Cryo Sync headset with any Chillblast Play PC (valued at £129.99),Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Mbps Vodafone 5G Broadband,£29 a month 5G 1 Month 50,Other
2026-08-01,页面,首页,Find the latest and greatest drops every day,Corendon Airlines,Ends tomorrow Up to 50% Discount,Flights
2026-08-01,页面,首页,£29 a month 5G 1 Month 50 Mbps,Thorpe Park,Day Entry + Summer Sounds - Student Ticket £30.72,Tours & Tickets
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Alton Towers Resort,Alton Towers Student Tickets from £22.32 + VAT savings,Tours & Tickets
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Thorpe Park,Student tickets from £24 + VAT savings,Tours & Tickets
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Activate,Only on 40% Student Discount,Other
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Lane7,30% Student Discount,Other
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Crystal Maze LIVE Experience,30% Student Discount (London) The,Other
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Chessington World of Adventures,Chessington Student Tickets from £22.31 + VAT savings,Tours & Tickets
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Legoland,Student Tickets from £44.62 + VAT savings,Tours & Tickets
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Castle & Knights Village,Tickets from £16 + VAT savings Warwick,Tours & Tickets
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Pleasure Beach Resort,10% Student Discount,Other
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Virgin Experience Days,Extra 20% Student Discount,Other
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,SEA LIFE Weymouth,Student Tickets from £14,Tours & Tickets
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Buyagift,21% Student Discount,Other
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,VAT savings London Eye,Student Tickets from £29 +,Tours & Tickets
2026-08-01,页面,首页,Unlock the best student discounts on the ultimate adventures.,Alton Towers Resort,Up to £23 off the Merlin Annual pass for students,Tours & Tickets
